id_corrida,mecanismo,repeticion,tipo_manipulacion,eventos_totales,manipulaciones_inyectadas,manipulaciones_detectadas,tasa_deteccion_pct,tiempo_verificacion_ms,latencia_registro_ms,estado
366,M2,14,T1,60,1,1,100.0,2.503,7.017,DETECTADO
367,M2,14,T2,49,1,1,100.0,4.057,6.883,DETECTADO
368,M2,14,T3,57,1,1,100.0,3.423,6.466,DETECTADO
369,M2,14,T4,50,1,1,100.0,1.836,6.877,DETECTADO
370,M2,14,T5,53,1,1,100.0,3.462,7.184,DETECTADO
371,M2,15,T1,46,1,1,100.0,3.294,7.438,DETECTADO
372,M2,15,T2,63,1,1,100.0,2.723,7.611,DETECTADO
373,M2,15,T3,46,1,1,100.0,2.255,6.991,DETECTADO
374,M2,15,T4,51,1,1,100.0,2.544,7.451,DETECTADO
375,M2,15,T5,48,1,1,100.0,3.174,6.496,DETECTADO
376,M2,16,T1,62,1,1,100.0,3.596,6.748,DETECTADO
377,M2,16,T2,53,1,1,100.0,2.886,7.926,DETECTADO
378,M2,16,T3,55,1,1,100.0,3.651,6.738,DETECTADO
379,M2,16,T4,57,1,1,100.0,2.424,11.124,DETECTADO
380,M2,16,T5,52,1,1,100.0,3.937,7.558,DETECTADO
381,M2,17,T1,56,1,1,100.0,3.664,6.992,DETECTADO
382,M2,17,T2,54,1,1,100.0,2.918,8.388,DETECTADO
383,M2,17,T3,50,1,1,100.0,2.654,6.468,DETECTADO
384,M2,17,T4,64,1,1,100.0,2.495,6.517,DETECTADO
385,M2,17,T5,57,1,1,100.0,3.618,7.72,DETECTADO
386,M2,18,T1,54,1,1,100.0,3.1,8.481,DETECTADO
387,M2,18,T2,63,1,1,100.0,3.704,7.397,DETECTADO
388,M2,18,T3,53,1,1,100.0,1.89,7.507,DETECTADO
389,M2,18,T4,57,1,1,100.0,2.722,8.219,DETECTADO
390,M2,18,T5,58,1,1,100.0,2.895,9.917,DETECTADO
391,M2,19,T1,51,1,1,100.0,3.048,6.672,DETECTADO
392,M2,19,T2,59,1,1,100.0,3.091,7.928,DETECTADO
393,M2,19,T3,48,1,1,100.0,3.673,6.745,DETECTADO
394,M2,19,T4,58,1,1,100.0,2.326,8.408,DETECTADO
395,M2,19,T5,54,1,1,100.0,1.832,6.837,DETECTADO
396,M2,20,T1,54,1,1,100.0,2.925,9.032,DETECTADO
397,M2,20,T2,54,1,1,100.0,2.262,7.697,DETECTADO
398,M2,20,T3,64,1,1,100.0,2.338,7.149,DETECTADO
399,M2,20,T4,52,1,1,100.0,2.462,7.084,DETECTADO
400,M2,20,T5,62,1,1,100.0,2.067,6.5,DETECTADO
401,M2,21,T1,54,1,1,100.0,3.409,6.627,DETECTADO
402,M2,21,T2,56,1,1,100.0,2.302,6.687,DETECTADO
403,M2,21,T3,50,1,1,100.0,2.112,8.704,DETECTADO
404,M2,21,T4,61,1,1,100.0,3.917,8.337,DETECTADO
405,M2,21,T5,46,1,1,100.0,1.923,7.308,DETECTADO
406,M2,22,T1,46,1,1,100.0,2.98,6.445,DETECTADO
407,M2,22,T2,58,1,1,100.0,1.811,7.147,DETECTADO
408,M2,22,T3,53,1,1,100.0,3.507,7.353,DETECTADO
409,M2,22,T4,56,1,1,100.0,3.373,8.772,DETECTADO
410,M2,22,T5,60,1,1,100.0,3.441,6.568,DETECTADO
411,M2,23,T1,54,1,1,100.0,3.241,7.987,DETECTADO
412,M2,23,T2,55,1,1,100.0,2.11,6.585,DETECTADO
413,M2,23,T3,59,1,1,100.0,3.291,7.232,DETECTADO
414,M2,23,T4,54,1,1,100.0,2.393,7.912,DETECTADO
415,M2,23,T5,48,1,1,100.0,3.358,6.558,DETECTADO
416,M2,24,T1,60,1,1,100.0,3.194,7.015,DETECTADO
417,M2,24,T2,57,1,1,100.0,4.069,6.68,DETECTADO
418,M2,24,T3,52,1,1,100.0,2.316,7.232,DETECTADO
419,M2,24,T4,48,1,1,100.0,2.897,7.079,DETECTADO
420,M2,24,T5,46,1,1,100.0,2.563,7.895,DETECTADO
421,M2,25,T1,50,1,1,100.0,3.136,7.089,DETECTADO
422,M2,25,T2,58,1,1,100.0,4.121,8.284,DETECTADO
423,M2,25,T3,63,1,1,100.0,3.852,6.771,DETECTADO
424,M2,25,T4,46,1,1,100.0,3.269,6.516,DETECTADO
425,M2,25,T5,49,1,1,100.0,3.647,11.924,DETECTADO
426,M2,26,T1,61,1,1,100.0,3.315,9.951,DETECTADO
427,M2,26,T2,61,1,1,100.0,2.402,7.729,DETECTADO
428,M2,26,T3,47,1,1,100.0,3.039,7.402,DETECTADO
429,M2,26,T4,49,1,1,100.0,1.958,6.433,DETECTADO
430,M2,26,T5,60,1,1,100.0,3.151,9.17,DETECTADO
431,M2,27,T1,62,1,1,100.0,2.873,6.819,DETECTADO
432,M2,27,T2,65,1,1,100.0,1.869,7.758,DETECTADO
433,M2,27,T3,62,1,1,100.0,2.915,7.72,DETECTADO
434,M2,27,T4,45,1,1,100.0,2.473,7.923,DETECTADO
435,M2,27,T5,48,1,1,100.0,3.463,9.801,DETECTADO
436,M2,28,T1,51,1,1,100.0,2.573,7.106,DETECTADO
437,M2,28,T2,60,1,1,100.0,3.743,6.92,DETECTADO
438,M2,28,T3,54,1,1,100.0,2.468,7.138,DETECTADO
439,M2,28,T4,46,1,1,100.0,3.119,6.433,DETECTADO
440,M2,28,T5,48,1,1,100.0,3.805,6.85,DETECTADO
441,M2,29,T1,45,1,1,100.0,2.608,11.637,DETECTADO
442,M2,29,T2,55,1,1,100.0,2.127,8.229,DETECTADO
443,M2,29,T3,47,1,1,100.0,3.154,6.539,DETECTADO
444,M2,29,T4,53,1,1,100.0,2.639,6.51,DETECTADO
445,M2,29,T5,62,1,1,100.0,3.33,6.433,DETECTADO
446,M2,30,T1,49,1,1,100.0,3.893,8.209,DETECTADO
447,M2,30,T2,59,1,1,100.0,2.154,8.045,DETECTADO
448,M2,30,T3,61,1,1,100.0,2.98,9.559,DETECTADO
449,M2,30,T4,65,1,1,100.0,2.985,6.994,DETECTADO
450,M2,30,T5,47,1,1,100.0,3.573,6.626,DETECTADO
451,M3,1,T1,57,1,1,100.0,3.528,9.309,DETECTADO
452,M3,1,T2,60,1,1,100.0,2.95,9.332,DETECTADO
453,M3,1,T3,63,1,1,100.0,2.464,10.79,DETECTADO
454,M3,1,T4,60,1,1,100.0,3.281,10.943,DETECTADO
455,M3,1,T5,63,1,1,100.0,4.09,11.269,DETECTADO
456,M3,2,T1,56,1,1,100.0,3.542,9.357,DETECTADO
457,M3,2,T2,47,1,1,100.0,3.451,9.976,DETECTADO
458,M3,2,T3,56,1,1,100.0,2.069,10.242,DETECTADO
459,M3,2,T4,58,1,1,100.0,3.115,9.946,DETECTADO
460,M3,2,T5,47,1,1,100.0,2.257,9.161,DETECTADO
461,M3,3,T1,50,1,1,100.0,3.375,9.659,DETECTADO
462,M3,3,T2,54,1,1,100.0,3.947,9.136,DETECTADO
463,M3,3,T3,53,1,1,100.0,3.1,9.581,DETECTADO
464,M3,3,T4,65,1,1,100.0,3.841,9.838,DETECTADO
465,M3,3,T5,45,1,1,100.0,3.52,9.29,DETECTADO
466,M3,4,T1,56,1,1,100.0,2.658,10.693,DETECTADO
467,M3,4,T2,60,1,1,100.0,2.467,9.345,DETECTADO
468,M3,4,T3,65,1,1,100.0,2.723,11.469,DETECTADO
469,M3,4,T4,50,1,1,100.0,4.166,10.295,DETECTADO
470,M3,4,T5,51,1,1,100.0,4.043,8.956,DETECTADO
471,M3,5,T1,59,1,1,100.0,2.029,9.22,DETECTADO
472,M3,5,T2,63,1,1,100.0,2.812,10.251,DETECTADO
473,M3,5,T3,58,1,1,100.0,3.065,9.151,DETECTADO
474,M3,5,T4,64,1,1,100.0,3.659,9.319,DETECTADO
475,M3,5,T5,63,1,1,100.0,1.932,9.305,DETECTADO
476,M3,6,T1,55,1,1,100.0,2.002,9.15,DETECTADO
477,M3,6,T2,64,1,1,100.0,1.927,12.302,DETECTADO
478,M3,6,T3,56,1,1,100.0,1.911,9.811,DETECTADO
479,M3,6,T4,53,1,1,100.0,2.896,10.895,DETECTADO
480,M3,6,T5,62,1,1,100.0,1.949,10.169,DETECTADO
481,M3,7,T1,47,1,1,100.0,3.159,10.762,DETECTADO
482,M3,7,T2,56,1,1,100.0,4.179,9.38,DETECTADO
483,M3,7,T3,52,1,1,100.0,1.836,10.676,DETECTADO
484,M3,7,T4,49,1,1,100.0,2.978,9.869,DETECTADO
485,M3,7,T5,49,1,1,100.0,1.926,10.124,DETECTADO
486,M3,8,T1,62,1,1,100.0,1.817,9.095,DETECTADO
487,M3,8,T2,48,1,1,100.0,3.628,10.335,DETECTADO
488,M3,8,T3,50,1,1,100.0,3.194,10.378,DETECTADO
489,M3,8,T4,49,1,1,100.0,2.018,10.296,DETECTADO
490,M3,8,T5,64,1,1,100.0,3.04,9.117,DETECTADO
491,M3,9,T1,56,1,1,100.0,2.275,10.976,DETECTADO
492,M3,9,T2,46,1,1,100.0,2.166,10.001,DETECTADO
493,M3,9,T3,48,1,1,100.0,2.867,10.833,DETECTADO
494,M3,9,T4,55,1,1,100.0,3.245,9.753,DETECTADO
495,M3,9,T5,48,1,1,100.0,3.053,9.395,DETECTADO
496,M3,10,T1,51,1,1,100.0,2.111,9.587,DETECTADO
497,M3,10,T2,49,1,1,100.0,2.385,10.531,DETECTADO
498,M3,10,T3,57,1,1,100.0,3.629,9.775,DETECTADO
499,M3,10,T4,52,1,1,100.0,4.046,9.715,DETECTADO
500,M3,10,T5,53,1,1,100.0,1.954,10.618,DETECTADO
501,M3,11,T1,62,1,1,100.0,2.465,11.97,DETECTADO
502,M3,11,T2,55,1,1,100.0,2.2,11.37,DETECTADO
503,M3,11,T3,48,1,1,100.0,2.908,11.251,DETECTADO
504,M3,11,T4,46,1,1,100.0,3.566,12.275,DETECTADO
505,M3,11,T5,47,1,1,100.0,1.994,10.02,DETECTADO
506,M3,12,T1,64,1,1,100.0,4.05,10.595,DETECTADO
507,M3,12,T2,51,1,1,100.0,2.298,9.503,DETECTADO
508,M3,12,T3,60,1,1,100.0,4.043,10.54,DETECTADO
509,M3,12,T4,52,1,1,100.0,2.413,9.424,DETECTADO
510,M3,12,T5,64,1,1,100.0,3.621,9.275,DETECTADO
511,M3,13,T1,49,1,1,100.0,3.138,9.502,DETECTADO
512,M3,13,T2,64,1,1,100.0,2.379,9.56,DETECTADO
513,M3,13,T3,46,1,1,100.0,1.832,8.978,DETECTADO
514,M3,13,T4,45,1,1,100.0,3.547,9.532,DETECTADO
515,M3,13,T5,56,1,1,100.0,3.917,9.276,DETECTADO
516,M3,14,T1,47,1,1,100.0,2.879,9.929,DETECTADO
517,M3,14,T2,60,1,1,100.0,4.07,9.567,DETECTADO
518,M3,14,T3,48,1,1,100.0,4.137,9.16,DETECTADO
519,M3,14,T4,61,1,1,100.0,3.708,9.044,DETECTADO
520,M3,14,T5,46,1,1,100.0,2.982,9.015,DETECTADO
521,M3,15,T1,57,1,1,100.0,2.484,10.287,DETECTADO
522,M3,15,T2,58,1,1,100.0,2.308,11.614,DETECTADO
523,M3,15,T3,61,1,1,100.0,2.256,9.127,DETECTADO
524,M3,15,T4,50,1,1,100.0,2.8,9.514,DETECTADO
525,M3,15,T5,49,1,1,100.0,3.914,11.95,DETECTADO
526,M3,16,T1,62,1,1,100.0,2.051,10.152,DETECTADO
527,M3,16,T2,49,1,1,100.0,2.226,9.112,DETECTADO
528,M3,16,T3,46,1,1,100.0,4.123,9.371,DETECTADO
529,M3,16,T4,62,1,1,100.0,2.08,9.51,DETECTADO
530,M3,16,T5,58,1,1,100.0,3.092,11.421,DETECTADO
531,M3,17,T1,45,1,1,100.0,2.966,9.907,DETECTADO
532,M3,17,T2,55,1,1,100.0,3.102,9.201,DETECTADO
533,M3,17,T3,63,1,1,100.0,3.787,9.318,DETECTADO
534,M3,17,T4,50,1,1,100.0,3.841,9.371,DETECTADO
535,M3,17,T5,65,1,1,100.0,2.787,9.179,DETECTADO
536,M3,18,T1,60,1,1,100.0,2.816,13.366,DETECTADO
537,M3,18,T2,65,1,1,100.0,3.502,9.396,DETECTADO
538,M3,18,T3,55,1,1,100.0,2.064,12.27,DETECTADO
539,M3,18,T4,60,1,1,100.0,2.547,9.504,DETECTADO
540,M3,18,T5,52,1,1,100.0,2.465,9.674,DETECTADO
541,M3,19,T1,60,1,1,100.0,2.778,9.658,DETECTADO
542,M3,19,T2,53,1,1,100.0,3.962,8.962,DETECTADO
543,M3,19,T3,64,1,1,100.0,2.02,9.368,DETECTADO
544,M3,19,T4,50,1,1,100.0,3.775,9.559,DETECTADO
545,M3,19,T5,65,1,1,100.0,2.249,9.025,DETECTADO
546,M3,20,T1,50,1,1,100.0,2.643,10.18,DETECTADO
547,M3,20,T2,58,1,1,100.0,2.305,14.869,DETECTADO
548,M3,20,T3,47,1,1,100.0,3.296,9.827,DETECTADO
549,M3,20,T4,58,1,1,100.0,3.803,12.321,DETECTADO
550,M3,20,T5,61,1,1,100.0,2.492,9.362,DETECTADO
551,M3,21,T1,59,1,1,100.0,3.681,11.943,DETECTADO
552,M3,21,T2,50,1,1,100.0,3.05,9.082,DETECTADO
553,M3,21,T3,63,1,1,100.0,2.143,12.918,DETECTADO
554,M3,21,T4,47,1,1,100.0,2.457,9.446,DETECTADO
555,M3,21,T5,56,1,1,100.0,2.028,9.204,DETECTADO
556,M3,22,T1,57,1,1,100.0,3.728,9.416,DETECTADO
557,M3,22,T2,61,1,1,100.0,3.566,9.347,DETECTADO
558,M3,22,T3,47,1,1,100.0,3.737,9.303,DETECTADO
559,M3,22,T4,46,1,1,100.0,3.999,12.236,DETECTADO
560,M3,22,T5,54,1,1,100.0,2.005,12.515,DETECTADO
561,M3,23,T1,62,1,1,100.0,2.051,8.985,DETECTADO
562,M3,23,T2,65,1,1,100.0,2.77,10.982,DETECTADO
563,M3,23,T3,63,1,1,100.0,2.204,9.803,DETECTADO
564,M3,23,T4,53,1,1,100.0,3.953,8.965,DETECTADO
565,M3,23,T5,47,1,1,100.0,2.484,12.075,DETECTADO
566,M3,24,T1,51,1,1,100.0,1.954,10.418,DETECTADO
567,M3,24,T2,48,1,1,100.0,2.819,9.841,DETECTADO
568,M3,24,T3,62,1,1,100.0,2.785,9.891,DETECTADO
569,M3,24,T4,53,1,1,100.0,2.282,9.246,DETECTADO
570,M3,24,T5,58,1,1,100.0,3.676,11.247,DETECTADO
571,M3,25,T1,47,1,1,100.0,3.721,9.497,DETECTADO
572,M3,25,T2,50,1,1,100.0,3.516,9.998,DETECTADO
573,M3,25,T3,56,1,1,100.0,2.117,8.986,DETECTADO
574,M3,25,T4,56,1,1,100.0,3.138,9.766,DETECTADO
575,M3,25,T5,63,1,1,100.0,2.306,8.959,DETECTADO
576,M3,26,T1,57,1,1,100.0,2.949,9.657,DETECTADO
577,M3,26,T2,50,1,1,100.0,2.562,9.285,DETECTADO
578,M3,26,T3,52,1,1,100.0,2.195,9.098,DETECTADO
579,M3,26,T4,58,1,1,100.0,2.576,9.236,DETECTADO
580,M3,26,T5,58,1,1,100.0,3.053,9.005,DETECTADO
581,M3,27,T1,63,1,1,100.0,2.993,9.287,DETECTADO
582,M3,27,T2,54,1,1,100.0,1.885,9.345,DETECTADO
583,M3,27,T3,65,1,1,100.0,3.293,9.648,DETECTADO
584,M3,27,T4,55,1,1,100.0,2.866,9.461,DETECTADO
585,M3,27,T5,53,1,1,100.0,1.951,11.927,DETECTADO
586,M3,28,T1,49,1,1,100.0,3.273,9.598,DETECTADO
587,M3,28,T2,53,1,1,100.0,4.072,9.513,DETECTADO
588,M3,28,T3,65,1,1,100.0,2.207,9.446,DETECTADO
589,M3,28,T4,59,1,1,100.0,3.5,9.554,DETECTADO
590,M3,28,T5,60,1,1,100.0,2.434,8.996,DETECTADO
591,M3,29,T1,65,1,1,100.0,3.588,10.458,DETECTADO
592,M3,29,T2,62,1,1,100.0,3.874,12.253,DETECTADO
593,M3,29,T3,51,1,1,100.0,1.857,9.49,DETECTADO
594,M3,29,T4,56,1,1,100.0,2.332,9.208,DETECTADO
595,M3,29,T5,59,1,1,100.0,2.424,10.823,DETECTADO
596,M3,30,T1,64,1,1,100.0,1.911,9.948,DETECTADO
597,M3,30,T2,53,1,1,100.0,3.117,10.508,DETECTADO
598,M3,30,T3,65,1,1,100.0,2.885,9.062,DETECTADO
599,M3,30,T4,46,1,1,100.0,2.888,9.448,DETECTADO
600,M3,30,T5,46,1,1,100.0,3.069,9.834,DETECTADO
