Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%

GET,[GET] /actuator/health,14340,0,4,5.1139242468725135,2.1606000082101673,63.11669999558944,49.0,23.975928111028384,0.0,4,5,6,7,8,9,11,13,31,54,63

GET,[GET] /api/soporte/election/status,13919,0,4,4.767990552571058,1.9298999977763742,50.95859999710228,78.0,23.272032313626507,0.0,4,5,6,6,8,9,11,13,40,50,51

GET,[GET] /api/soporte/tickets,28042,0,7,7.415914781469237,3.699399996548891,311.45700000342913,84651.0,46.88514477611283,0.0,7,7,8,9,11,12,16,19,38,65,310

GET,[GET] /health,42293,0,4,4.591991953786554,1.6982999950414523,82.81900000292808,83.99723358475399,70.71226831239355,0.0,4,5,5,6,7,9,11,13,32,53,83

,Aggregated,98594,0,5,5.4959280707227975,1.6982999950414523,311.45700000342913,24130.516857009556,164.84537351316126,0.0,5,6,7,7,9,10,13,15,35,58,310

