id_corrida,mecanismo,repeticion,tipo_manipulacion,eventos_totales,manipulaciones_inyectadas,manipulaciones_detectadas,tasa_deteccion_pct,tiempo_verificacion_ms,latencia_registro_ms,estado
124,M0,25,T4,56,1,0,0.0,0.001,0.023,NO_DETECTADO
125,M0,25,T5,47,1,0,0.0,0.001,0.024,NO_DETECTADO
126,M0,26,T1,55,1,0,0.0,0.001,0.027,NO_DETECTADO
127,M0,26,T2,49,1,0,0.0,0.001,0.023,NO_DETECTADO
128,M0,26,T3,47,1,0,0.0,0.001,0.023,NO_DETECTADO
129,M0,26,T4,51,1,0,0.0,0.001,0.023,NO_DETECTADO
130,M0,26,T5,63,1,0,0.0,0.001,0.027,NO_DETECTADO
131,M0,27,T1,60,1,0,0.0,0.001,0.024,NO_DETECTADO
132,M0,27,T2,65,1,0,0.0,0.001,0.028,NO_DETECTADO
133,M0,27,T3,62,1,0,0.0,0.001,0.023,NO_DETECTADO
134,M0,27,T4,63,1,0,0.0,0.001,0.022,NO_DETECTADO
135,M0,27,T5,58,1,0,0.0,0.001,0.023,NO_DETECTADO
136,M0,28,T1,65,1,0,0.0,0.001,0.022,NO_DETECTADO
137,M0,28,T2,54,1,0,0.0,0.001,0.029,NO_DETECTADO
138,M0,28,T3,55,1,0,0.0,0.001,0.023,NO_DETECTADO
139,M0,28,T4,54,1,0,0.0,0.001,0.024,NO_DETECTADO
140,M0,28,T5,61,1,0,0.0,0.001,0.023,NO_DETECTADO
141,M0,29,T1,59,1,0,0.0,0.001,0.025,NO_DETECTADO
142,M0,29,T2,59,1,0,0.0,0.001,0.026,NO_DETECTADO
143,M0,29,T3,59,1,0,0.0,0.001,0.027,NO_DETECTADO
144,M0,29,T4,57,1,0,0.0,0.001,0.023,NO_DETECTADO
145,M0,29,T5,57,1,0,0.0,0.001,0.023,NO_DETECTADO
146,M0,30,T1,52,1,0,0.0,0.001,0.023,NO_DETECTADO
147,M0,30,T2,54,1,0,0.0,0.001,0.023,NO_DETECTADO
148,M0,30,T3,57,1,0,0.0,0.001,0.024,NO_DETECTADO
149,M0,30,T4,56,1,0,0.0,0.001,0.024,NO_DETECTADO
150,M0,30,T5,63,1,0,0.0,0.001,0.023,NO_DETECTADO
151,M1,1,T1,56,1,0,0.0,0.001,0.023,NO_DETECTADO
152,M1,1,T2,49,1,0,0.0,0.001,0.023,NO_DETECTADO
153,M1,1,T3,60,1,0,0.0,0.001,0.023,NO_DETECTADO
154,M1,1,T4,60,1,0,0.0,0.001,0.037,NO_DETECTADO
155,M1,1,T5,57,1,0,0.0,0.001,0.023,NO_DETECTADO
156,M1,2,T1,47,1,0,0.0,0.001,0.022,NO_DETECTADO
157,M1,2,T2,45,1,0,0.0,0.001,0.023,NO_DETECTADO
158,M1,2,T3,60,1,0,0.0,0.001,0.022,NO_DETECTADO
159,M1,2,T4,54,1,0,0.0,0.0,0.022,NO_DETECTADO
160,M1,2,T5,45,1,0,0.0,0.001,0.026,NO_DETECTADO
161,M1,3,T1,60,1,0,0.0,0.001,0.025,NO_DETECTADO
162,M1,3,T2,59,1,0,0.0,0.001,0.023,NO_DETECTADO
163,M1,3,T3,47,1,0,0.0,0.001,0.023,NO_DETECTADO
164,M1,3,T4,64,1,0,0.0,0.001,0.023,NO_DETECTADO
