Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789099159,50,,Aggregated,33.700000,0.000000,14,120,120,130,230,350,480,510,640,640,640,460,0,14,90.28285193945403,1.428800169378519,640.5524001456797,24218.24565217391
1789099160,50,,Aggregated,36.500000,0.000000,97,120,130,170,250,430,500,530,690,690,690,500,0,89,102.47711558640003,1.428800169378519,691.2384000606835,24166.406
1789099162,50,,Aggregated,40.400000,0.000000,110,120,160,210,340,480,630,860,1300,1300,1300,536,0,110,124.98983506325271,1.428800169378519,1255.1077003590763,23982.81156716418
1789099163,50,,Aggregated,40.900000,0.000000,110,130,200,230,450,560,1000,1400,1800,1800,1800,574,0,110,162.35482246284,1.428800169378519,1770.493899937719,23144.28919860627
1789099164,50,,Aggregated,39.500000,0.000000,110,130,210,240,460,630,1100,1400,1800,1800,1800,616,0,110,167.12519950414827,1.428800169378519,1835.8583999797702,23235.574675324675
1789099165,50,,Aggregated,37.000000,0.000000,110,130,210,230,450,610,1000,1400,1800,1800,1800,664,0,110,161.59486896512715,1.428800169378519,1835.8583999797702,23362.55421686747
1789099166,50,,Aggregated,37.200000,0.000000,110,120,190,230,440,560,1000,1300,1800,1800,1800,712,0,110,156.4828615120267,1.428800169378519,1835.8583999797702,23592.106741573032
1789099167,50,,Aggregated,37.000000,0.000000,110,120,180,220,430,530,990,1300,1800,1800,1800,764,0,110,150.54938167087363,1.3584000989794731,1835.8583999797702,23892.373036649216
1789099168,50,,Aggregated,36.800000,0.000000,110,120,170,220,410,520,980,1200,1800,1800,1800,808,0,110,145.09602697822035,1.317900139838457,1835.8583999797702,23546.96410891089
1789099169,50,,Aggregated,37.000000,0.000000,110,120,150,220,380,510,950,1200,1800,1800,1800,852,0,110,141.6412415469345,1.317900139838457,1835.8583999797702,23838.828638497653
1789099170,50,,Aggregated,37.600000,0.000000,110,120,140,220,370,510,950,1200,1800,1800,1800,897,0,110,137.58524492281254,1.317900139838457,1835.8583999797702,23599.036789297657
1789099171,50,,Aggregated,37.700000,0.000000,110,120,140,210,360,500,950,1200,1800,1800,1800,947,0,110,135.08189619403754,1.317900139838457,1835.8583999797702,23619.869060190074
